sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2008,Armenia,108.26528,Upper Middle Income Country (World Bank Classification),93.0038157894736842105263,Eurasia,Europe and Eurasia,99.9795114285714285714286
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2009,Armenia,93.09988,Upper Middle Income Country (World Bank Classification),94.764817391304347826087,Eurasia,Europe and Eurasia,98.42872
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2010,Armenia,93.70177,Upper Middle Income Country (World Bank Classification),95.9193521739130434782609,Eurasia,Europe and Eurasia,97.92416
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2011,Armenia,91.39102,Upper Middle Income Country (World Bank Classification),95.939066,Eurasia,Europe and Eurasia,96.2043214285714285714286
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2014,Armenia,96.11385,Upper Middle Income Country (World Bank Classification),91.9506510810810810810811,Eurasia,Europe and Eurasia,89.4703008
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2015,Armenia,93.43539,Upper Middle Income Country (World Bank Classification),96.6664938888888888888889,Eurasia,Europe and Eurasia,90.083486
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2016,Armenia,89.69347,Upper Middle Income Country (World Bank Classification),97.905496,Eurasia,Europe and Eurasia,89.8862225
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2017,Armenia,85.72314,Upper Middle Income Country (World Bank Classification),91.45857,Eurasia,Europe and Eurasia,90.8092478260869565217391
Education,Primary Education,1796,"Gross graduation ratio from primary education, both sexes (percentage)",2018,Armenia,86.29079,Upper Middle Income Country (World Bank Classification),92.7016378260869565217391,Eurasia,Europe and Eurasia,95.430608
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2008,Armenia,54.46075,Upper Middle Income Country (World Bank Classification),44.188419696969696969697,Eurasia,Europe and Eurasia,67.3141879487179487179487
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2009,Armenia,56.61935,Upper Middle Income Country (World Bank Classification),47.2076020689655172413793,Eurasia,Europe and Eurasia,69.9611031578947368421053
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2010,Armenia,58.03413,Upper Middle Income Country (World Bank Classification),47.2521264285714285714286,Eurasia,Europe and Eurasia,70.6895
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2011,Armenia,57.7082,Upper Middle Income Country (World Bank Classification),49.7026871428571428571429,Eurasia,Europe and Eurasia,75.3045694594594594594595
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2012,Armenia,49.85343,Upper Middle Income Country (World Bank Classification),48.4344387878787878787879,Eurasia,Europe and Eurasia,73.0514420512820512820513
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2013,Armenia,48.49313,Upper Middle Income Country (World Bank Classification),50.1339310344827586206897,Eurasia,Europe and Eurasia,74.3456005128205128205128
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2014,Armenia,50.08286,Upper Middle Income Country (World Bank Classification),48.153316875,Eurasia,Europe and Eurasia,74.8612397435897435897436
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2015,Armenia,50.51742,Upper Middle Income Country (World Bank Classification),50.97262,Eurasia,Europe and Eurasia,72.4364225641025641025641
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2016,Armenia,57.11542,Upper Middle Income Country (World Bank Classification),54.6177840625,Eurasia,Europe and Eurasia,75.078563
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2017,Armenia,58.67676,Upper Middle Income Country (World Bank Classification),56.089669696969696969697,Eurasia,Europe and Eurasia,76.1964395121951219512195
Gender,Education,1817,"Gross enrolment ratio, tertiary, female (percentage)",2018,Armenia,62.64839,Upper Middle Income Country (World Bank Classification),55.4716347058823529411765,Eurasia,Europe and Eurasia,63.4544425
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2008,Armenia,48.48933,Upper Middle Income Country (World Bank Classification),37.6897961764705882352941,Eurasia,Europe and Eurasia,58.2832635
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2009,Armenia,51.33459,Upper Middle Income Country (World Bank Classification),41.6824106451612903225806,Eurasia,Europe and Eurasia,60.6713925641025641025641
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2010,Armenia,52.98915,Upper Middle Income Country (World Bank Classification),40.4117841379310344827586,Eurasia,Europe and Eurasia,61.98635375
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2011,Armenia,53.33778,Upper Middle Income Country (World Bank Classification),42.4838882758620689655172,Eurasia,Europe and Eurasia,65.9410636842105263157895
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2012,Armenia,46.15803,Upper Middle Income Country (World Bank Classification),41.8438773529411764705882,Eurasia,Europe and Eurasia,64.3916435
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2013,Armenia,45.73739,Upper Middle Income Country (World Bank Classification),43.911779,Eurasia,Europe and Eurasia,65.4711538461538461538462
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2014,Armenia,47.08219,Upper Middle Income Country (World Bank Classification),42.5112866666666666666667,Eurasia,Europe and Eurasia,66.0763507692307692307692
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2015,Armenia,46.5218,Upper Middle Income Country (World Bank Classification),44.5272548387096774193548,Eurasia,Europe and Eurasia,63.6058002564102564102564
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2016,Armenia,51.08019,Upper Middle Income Country (World Bank Classification),48.3654596875,Eurasia,Europe and Eurasia,66.5268945
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2017,Armenia,52.25153,Upper Middle Income Country (World Bank Classification),48.8167663636363636363636,Eurasia,Europe and Eurasia,67.5446458536585365853659
Education,Tertiary Education,1819,"Gross enrolment ratio, tertiary, both sexes (percentage)",2018,Armenia,54.57048,Upper Middle Income Country (World Bank Classification),48.7855158823529411764706,Eurasia,Europe and Eurasia,56.00809
Gender,Employment,5007,Firms with female top manager (percentage),2009,Armenia,13.5,Upper Middle Income Country (World Bank Classification),16.29230769230769,Eurasia,Europe and Eurasia,18.31578947368421
Gender,Employment,5007,Firms with female top manager (percentage),2013,Armenia,19.1,Upper Middle Income Country (World Bank Classification),15.71875,Eurasia,Europe and Eurasia,19.1875
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2006,Armenia,4.92,Upper Middle Income Country (World Bank Classification),4.35999090909090909090909,Eurasia,Europe and Eurasia,7.65549444444444444444444
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2007,Armenia,4.87,Upper Middle Income Country (World Bank Classification),4.07921724137931034482759,Eurasia,Europe and Eurasia,8.22127777777777777777778
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2009,Armenia,5.01,Upper Middle Income Country (World Bank Classification),3.4609,Eurasia,Europe and Eurasia,9.24732631578947368421053
Health,Disease and Prevention,5325,"Nurses and midwives (per 1,000 people)",2010,Armenia,5.6949,Upper Middle Income Country (World Bank Classification),4.10607560975609756097561,Eurasia,Europe and Eurasia,8.26445789473684210526316
